# filtro Amarillo
# V - I
-0,0 0,3
-0,1 0,2
-0,15 0,0
-0,2 -0,2
-0,3 -0,4
-0,4 -0,5
-0,5 -0,7
-0,6 -0,8
-0,7 -1,0
-0,8 -1,2

