# Filtro Azul
# V - I
-0,1 3,1
-0,2 2,5
-0,3 1,8
-0,4 1,4
-0,5 0,8
-0,6 0,4
-0,7 0,2
-0,75 0,0
-0,8 -0,1
-0,9 -0,2 
