# Filtro Verde
# V - I
-0,05 0,6
-0,1 0,2
-0,2 -0,2
-0,3 -0,5
-0,4 -0,8
-0,5 -1,1
-0,6 -1,3
-0,7 -1,5
-0,8 -1,7
